"","ID","bacterial_genus","replicate","minute","trait_name","trait_value"
"2408","Sea_WYM25_02","Chryseobacterium(1)",3,2694,"Log (cells/mL)",8.28012289630231
"2409","Sea_WYM25_02","Chryseobacterium(1)",3,3012,"Log (cells/mL)",8.15228834438306
"2410","Sea_WYM25_02","Chryseobacterium(1)",4,22,"Log (cells/mL)",5.60205999132796
"2411","Sea_WYM25_02","Chryseobacterium(1)",4,304,"Log (cells/mL)",5.30102999566398
"2413","Sea_WYM25_02","Chryseobacterium(1)",4,894,"Log (cells/mL)",6.34242268082221
"2414","Sea_WYM25_02","Chryseobacterium(1)",4,1231,"Log (cells/mL)",6.86923171973098
"2415","Sea_WYM25_02","Chryseobacterium(1)",4,1479,"Log (cells/mL)",7.46538285144842
"2416","Sea_WYM25_02","Chryseobacterium(1)",4,1794,"Log (cells/mL)",7.62736585659273
"2417","Sea_WYM25_02","Chryseobacterium(1)",4,2092,"Log (cells/mL)",7.67760695272049
"2418","Sea_WYM25_02","Chryseobacterium(1)",4,2421,"Log (cells/mL)",7.72263392253381
"2419","Sea_WYM25_02","Chryseobacterium(1)",4,2694,"Log (cells/mL)",7.84010609445676
"2420","Sea_WYM25_02","Chryseobacterium(1)",4,3012,"Log (cells/mL)",7.93145787068901
"2421","Sea_WYM25_02","Chryseobacterium(1)",1,52,"Absorbance (600nm)",0.102
"2422","Sea_WYM25_02","Chryseobacterium(1)",1,333,"Absorbance (600nm)",0.092
"2423","Sea_WYM25_02","Chryseobacterium(1)",1,622,"Absorbance (600nm)",0.097
"2424","Sea_WYM25_02","Chryseobacterium(1)",1,921,"Absorbance (600nm)",0.158
"2425","Sea_WYM25_02","Chryseobacterium(1)",1,1258,"Absorbance (600nm)",0.158
"2426","Sea_WYM25_02","Chryseobacterium(1)",1,1507,"Absorbance (600nm)",0.173
"2427","Sea_WYM25_02","Chryseobacterium(1)",1,1827,"Absorbance (600nm)",0.181
"2428","Sea_WYM25_02","Chryseobacterium(1)",1,2120,"Absorbance (600nm)",0.176
"2429","Sea_WYM25_02","Chryseobacterium(1)",1,2449,"Absorbance (600nm)",0.198
"2430","Sea_WYM25_02","Chryseobacterium(1)",1,2722,"Absorbance (600nm)",0.214
"2431","Sea_WYM25_02","Chryseobacterium(1)",1,3034,"Absorbance (600nm)",0.213
"2432","Sea_WYM25_02","Chryseobacterium(1)",2,52,"Absorbance (600nm)",0.104
"2433","Sea_WYM25_02","Chryseobacterium(1)",2,333,"Absorbance (600nm)",0.092
"2434","Sea_WYM25_02","Chryseobacterium(1)",2,622,"Absorbance (600nm)",0.098
"2435","Sea_WYM25_02","Chryseobacterium(1)",2,921,"Absorbance (600nm)",0.157
"2436","Sea_WYM25_02","Chryseobacterium(1)",2,1258,"Absorbance (600nm)",0.163
"2437","Sea_WYM25_02","Chryseobacterium(1)",2,1507,"Absorbance (600nm)",0.178
"2438","Sea_WYM25_02","Chryseobacterium(1)",2,1827,"Absorbance (600nm)",0.188
"2439","Sea_WYM25_02","Chryseobacterium(1)",2,2120,"Absorbance (600nm)",0.184
"2440","Sea_WYM25_02","Chryseobacterium(1)",2,2449,"Absorbance (600nm)",0.211
"2441","Sea_WYM25_02","Chryseobacterium(1)",2,2722,"Absorbance (600nm)",0.23
"2442","Sea_WYM25_02","Chryseobacterium(1)",2,3034,"Absorbance (600nm)",0.219
"2443","Sea_WYM25_02","Chryseobacterium(1)",3,52,"Absorbance (600nm)",0.105
"2444","Sea_WYM25_02","Chryseobacterium(1)",3,333,"Absorbance (600nm)",0.096
"2445","Sea_WYM25_02","Chryseobacterium(1)",3,622,"Absorbance (600nm)",0.099
"2446","Sea_WYM25_02","Chryseobacterium(1)",3,921,"Absorbance (600nm)",0.157
"2447","Sea_WYM25_02","Chryseobacterium(1)",3,1258,"Absorbance (600nm)",0.161
"2448","Sea_WYM25_02","Chryseobacterium(1)",3,1507,"Absorbance (600nm)",0.177
"2449","Sea_WYM25_02","Chryseobacterium(1)",3,1827,"Absorbance (600nm)",0.186
"2450","Sea_WYM25_02","Chryseobacterium(1)",3,2120,"Absorbance (600nm)",0.191
"2451","Sea_WYM25_02","Chryseobacterium(1)",3,2449,"Absorbance (600nm)",0.208
"2452","Sea_WYM25_02","Chryseobacterium(1)",3,2722,"Absorbance (600nm)",0.233
"2453","Sea_WYM25_02","Chryseobacterium(1)",3,3034,"Absorbance (600nm)",0.234
"2454","Sea_WYM25_02","Chryseobacterium(1)",4,52,"Absorbance (600nm)",0.091
"2455","Sea_WYM25_02","Chryseobacterium(1)",4,333,"Absorbance (600nm)",0.096
"2456","Sea_WYM25_02","Chryseobacterium(1)",4,622,"Absorbance (600nm)",0.102
"2457","Sea_WYM25_02","Chryseobacterium(1)",4,921,"Absorbance (600nm)",0.157
"2458","Sea_WYM25_02","Chryseobacterium(1)",4,1258,"Absorbance (600nm)",0.167
"2459","Sea_WYM25_02","Chryseobacterium(1)",4,1507,"Absorbance (600nm)",0.181
"2460","Sea_WYM25_02","Chryseobacterium(1)",4,1827,"Absorbance (600nm)",0.191
"2461","Sea_WYM25_02","Chryseobacterium(1)",4,2120,"Absorbance (600nm)",0.193
"2462","Sea_WYM25_02","Chryseobacterium(1)",4,2449,"Absorbance (600nm)",0.213
"2463","Sea_WYM25_02","Chryseobacterium(1)",4,2722,"Absorbance (600nm)",0.251
"2464","Sea_WYM25_02","Chryseobacterium(1)",4,3034,"Absorbance (600nm)",0.236
"2465","Sea_WYM25_02","Chryseobacterium(1)",1,22,"ATP (nmol/cell)",3.14639468084766
"2467","Sea_WYM25_02","Chryseobacterium(1)",1,594,"ATP (nmol/cell)",0.907174181566966
"2468","Sea_WYM25_02","Chryseobacterium(1)",1,894,"ATP (nmol/cell)",27.7826740141598
"2469","Sea_WYM25_02","Chryseobacterium(1)",1,1231,"ATP (nmol/cell)",6.71601375902587
"2470","Sea_WYM25_02","Chryseobacterium(1)",1,1479,"ATP (nmol/cell)",1.78846477300637
"2471","Sea_WYM25_02","Chryseobacterium(1)",1,1794,"ATP (nmol/cell)",0.624597187097805
"2472","Sea_WYM25_02","Chryseobacterium(1)",1,2092,"ATP (nmol/cell)",0.397734795069067
"2473","Sea_WYM25_02","Chryseobacterium(1)",1,2421,"ATP (nmol/cell)",1.09511307457741
"2474","Sea_WYM25_02","Chryseobacterium(1)",1,2694,"ATP (nmol/cell)",0.946633105428021
"2475","Sea_WYM25_02","Chryseobacterium(1)",1,3012,"ATP (nmol/cell)",0.596068985210408
"2476","Sea_WYM25_02","Chryseobacterium(1)",2,22,"ATP (nmol/cell)",1.46192531899534
"2477","Sea_WYM25_02","Chryseobacterium(1)",2,304,"ATP (nmol/cell)",0.827827803706477
"2478","Sea_WYM25_02","Chryseobacterium(1)",2,594,"ATP (nmol/cell)",1.67246161936905
"2479","Sea_WYM25_02","Chryseobacterium(1)",2,894,"ATP (nmol/cell)",23.2333786462826
"2480","Sea_WYM25_02","Chryseobacterium(1)",2,1231,"ATP (nmol/cell)",18.3733741409661
"2481","Sea_WYM25_02","Chryseobacterium(1)",2,1479,"ATP (nmol/cell)",1.34582044321738
"2482","Sea_WYM25_02","Chryseobacterium(1)",2,1794,"ATP (nmol/cell)",1.06035990600259
"2483","Sea_WYM25_02","Chryseobacterium(1)",2,2092,"ATP (nmol/cell)",1.11534789279518
"2484","Sea_WYM25_02","Chryseobacterium(1)",2,2421,"ATP (nmol/cell)",0.855890668614109
"2485","Sea_WYM25_02","Chryseobacterium(1)",2,2694,"ATP (nmol/cell)",1.15961000786245
"2486","Sea_WYM25_02","Chryseobacterium(1)",2,3012,"ATP (nmol/cell)",0.487757012678269
"2487","Sea_WYM25_02","Chryseobacterium(1)",3,22,"ATP (nmol/cell)",2.70421008307554
"2489","Sea_WYM25_02","Chryseobacterium(1)",3,594,"ATP (nmol/cell)",0.614049536827267
"2490","Sea_WYM25_02","Chryseobacterium(1)",3,894,"ATP (nmol/cell)",15.1772314551113
"2491","Sea_WYM25_02","Chryseobacterium(1)",3,1231,"ATP (nmol/cell)",2.4810671582865
"2492","Sea_WYM25_02","Chryseobacterium(1)",3,1479,"ATP (nmol/cell)",1.232101451668
"2493","Sea_WYM25_02","Chryseobacterium(1)",3,1794,"ATP (nmol/cell)",1.46584015602619
"2494","Sea_WYM25_02","Chryseobacterium(1)",3,2092,"ATP (nmol/cell)",0.575938523234274
"2495","Sea_WYM25_02","Chryseobacterium(1)",3,2421,"ATP (nmol/cell)",1.34847979452174
"2496","Sea_WYM25_02","Chryseobacterium(1)",3,2694,"ATP (nmol/cell)",0.741879136140941
"2497","Sea_WYM25_02","Chryseobacterium(1)",3,3012,"ATP (nmol/cell)",0.562228131772325
"2498","Sea_WYM25_02","Chryseobacterium(1)",4,22,"ATP (nmol/cell)",2.27426705712679
"2500","Sea_WYM25_02","Chryseobacterium(1)",4,594,"ATP (nmol/cell)",2.95352967785857
"2501","Sea_WYM25_02","Chryseobacterium(1)",4,894,"ATP (nmol/cell)",16.5264431485326
"2502","Sea_WYM25_02","Chryseobacterium(1)",4,1231,"ATP (nmol/cell)",6.34094094642497
"2503","Sea_WYM25_02","Chryseobacterium(1)",4,1479,"ATP (nmol/cell)",1.17819551311457
"2504","Sea_WYM25_02","Chryseobacterium(1)",4,1794,"ATP (nmol/cell)",0.501939548253824
"2505","Sea_WYM25_02","Chryseobacterium(1)",4,2092,"ATP (nmol/cell)",0.516773178060782
"2506","Sea_WYM25_02","Chryseobacterium(1)",4,2421,"ATP (nmol/cell)",1.02528212213394
"2507","Sea_WYM25_02","Chryseobacterium(1)",4,2694,"ATP (nmol/cell)",0.869451444385301
"2508","Sea_WYM25_02","Chryseobacterium(1)",4,3012,"ATP (nmol/cell)",0.80712389015838
"2509","Sea_WYM25_03","Chryseobacterium(2)",1,22,"Log (cells/mL)",5.60205999132796
"2510","Sea_WYM25_03","Chryseobacterium(2)",1,304,"Log (cells/mL)",5.60205999132796
"2511","Sea_WYM25_03","Chryseobacterium(2)",1,594,"Log (cells/mL)",7.63948648926859
"2512","Sea_WYM25_03","Chryseobacterium(2)",1,894,"Log (cells/mL)",6.20411998265593
"2513","Sea_WYM25_03","Chryseobacterium(2)",1,1231,"Log (cells/mL)",6.50514997831991
"2514","Sea_WYM25_03","Chryseobacterium(2)",1,1479,"Log (cells/mL)",7.20411998265593
"2515","Sea_WYM25_03","Chryseobacterium(2)",1,1794,"Log (cells/mL)",7.77085201164214
"2516","Sea_WYM25_03","Chryseobacterium(2)",1,2092,"Log (cells/mL)",7.49136169383427
"2517","Sea_WYM25_03","Chryseobacterium(2)",1,2421,"Log (cells/mL)",7.83758843823551
"2518","Sea_WYM25_03","Chryseobacterium(2)",1,2694,"Log (cells/mL)",8.32510498297141
"2519","Sea_WYM25_03","Chryseobacterium(2)",1,3012,"Log (cells/mL)",8.94713951764283
"2520","Sea_WYM25_03","Chryseobacterium(2)",2,22,"Log (cells/mL)",5.77815125038364
"2521","Sea_WYM25_03","Chryseobacterium(2)",2,304,"Log (cells/mL)",5.60205999132796
"2522","Sea_WYM25_03","Chryseobacterium(2)",2,594,"Log (cells/mL)",6.47712125471966
"2523","Sea_WYM25_03","Chryseobacterium(2)",2,894,"Log (cells/mL)",8.05614226205905
"2524","Sea_WYM25_03","Chryseobacterium(2)",2,1231,"Log (cells/mL)",8.5358002908249
"2525","Sea_WYM25_03","Chryseobacterium(2)",2,1479,"Log (cells/mL)",8.40243334621931
"2526","Sea_WYM25_03","Chryseobacterium(2)",2,1794,"Log (cells/mL)",8.3014640731433
"2527","Sea_WYM25_03","Chryseobacterium(2)",2,2092,"Log (cells/mL)",8.4605971888976
"2528","Sea_WYM25_03","Chryseobacterium(2)",2,2421,"Log (cells/mL)",8.24452451157008
"2529","Sea_WYM25_03","Chryseobacterium(2)",2,2694,"Log (cells/mL)",8.22582599146189
"2530","Sea_WYM25_03","Chryseobacterium(2)",2,3012,"Log (cells/mL)",8.29928933408768
"2531","Sea_WYM25_03","Chryseobacterium(2)",3,22,"Log (cells/mL)",5.30102999566398
"2533","Sea_WYM25_03","Chryseobacterium(2)",3,594,"Log (cells/mL)",6.14612803567824
"2534","Sea_WYM25_03","Chryseobacterium(2)",3,894,"Log (cells/mL)",7.15836249209525
"2535","Sea_WYM25_03","Chryseobacterium(2)",3,1231,"Log (cells/mL)",8.3541084391474
"2536","Sea_WYM25_03","Chryseobacterium(2)",3,1479,"Log (cells/mL)",8.22271647114758
"2537","Sea_WYM25_03","Chryseobacterium(2)",3,1794,"Log (cells/mL)",8.18127177155946
"2538","Sea_WYM25_03","Chryseobacterium(2)",3,2092,"Log (cells/mL)",8.55581968306119
"2539","Sea_WYM25_03","Chryseobacterium(2)",3,2421,"Log (cells/mL)",7.97405090279288
"2540","Sea_WYM25_03","Chryseobacterium(2)",3,2694,"Log (cells/mL)",7.85369821177617
"2541","Sea_WYM25_03","Chryseobacterium(2)",3,3012,"Log (cells/mL)",7.98587535730839
"2542","Sea_WYM25_03","Chryseobacterium(2)",4,22,"Log (cells/mL)",5.60205999132796
"2543","Sea_WYM25_03","Chryseobacterium(2)",4,304,"Log (cells/mL)",6
"2544","Sea_WYM25_03","Chryseobacterium(2)",4,594,"Log (cells/mL)",5.30102999566398
"2545","Sea_WYM25_03","Chryseobacterium(2)",4,894,"Log (cells/mL)",6.34242268082221
"2546","Sea_WYM25_03","Chryseobacterium(2)",4,1231,"Log (cells/mL)",7.18752072083646
"2547","Sea_WYM25_03","Chryseobacterium(2)",4,1479,"Log (cells/mL)",7.10037054511756
"2548","Sea_WYM25_03","Chryseobacterium(2)",4,1794,"Log (cells/mL)",7.15836249209525
"2549","Sea_WYM25_03","Chryseobacterium(2)",4,2092,"Log (cells/mL)",7.35793484700045
"2550","Sea_WYM25_03","Chryseobacterium(2)",4,2421,"Log (cells/mL)",7.3096301674259
"2551","Sea_WYM25_03","Chryseobacterium(2)",4,2694,"Log (cells/mL)",7.26007138798508
"2552","Sea_WYM25_03","Chryseobacterium(2)",4,3012,"Log (cells/mL)",7.53907609879278
"2553","Sea_WYM25_03","Chryseobacterium(2)",1,52,"Absorbance (600nm)",0.101
"2554","Sea_WYM25_03","Chryseobacterium(2)",1,333,"Absorbance (600nm)",0.095
"2555","Sea_WYM25_03","Chryseobacterium(2)",1,622,"Absorbance (600nm)",0.089
"2556","Sea_WYM25_03","Chryseobacterium(2)",1,921,"Absorbance (600nm)",0.13
"2557","Sea_WYM25_03","Chryseobacterium(2)",1,1258,"Absorbance (600nm)",0.144
"2558","Sea_WYM25_03","Chryseobacterium(2)",1,1507,"Absorbance (600nm)",0.159
"2559","Sea_WYM25_03","Chryseobacterium(2)",1,1827,"Absorbance (600nm)",0.189
"2560","Sea_WYM25_03","Chryseobacterium(2)",1,2120,"Absorbance (600nm)",0.171
"2561","Sea_WYM25_03","Chryseobacterium(2)",1,2449,"Absorbance (600nm)",0.193
"2562","Sea_WYM25_03","Chryseobacterium(2)",1,2722,"Absorbance (600nm)",0.215
"2563","Sea_WYM25_03","Chryseobacterium(2)",1,3034,"Absorbance (600nm)",0.211
"2564","Sea_WYM25_03","Chryseobacterium(2)",2,52,"Absorbance (600nm)",0.103
"2565","Sea_WYM25_03","Chryseobacterium(2)",2,333,"Absorbance (600nm)",0.095
"2566","Sea_WYM25_03","Chryseobacterium(2)",2,622,"Absorbance (600nm)",0.089
"2567","Sea_WYM25_03","Chryseobacterium(2)",2,921,"Absorbance (600nm)",0.093
"2568","Sea_WYM25_03","Chryseobacterium(2)",2,1258,"Absorbance (600nm)",0.105
"2569","Sea_WYM25_03","Chryseobacterium(2)",2,1507,"Absorbance (600nm)",0.133
"2570","Sea_WYM25_03","Chryseobacterium(2)",2,1827,"Absorbance (600nm)",0.179
"2571","Sea_WYM25_03","Chryseobacterium(2)",2,2120,"Absorbance (600nm)",0.227
"2572","Sea_WYM25_03","Chryseobacterium(2)",2,2449,"Absorbance (600nm)",0.253
"2573","Sea_WYM25_03","Chryseobacterium(2)",2,2722,"Absorbance (600nm)",0.273
"2574","Sea_WYM25_03","Chryseobacterium(2)",2,3034,"Absorbance (600nm)",0.265
"2575","Sea_WYM25_03","Chryseobacterium(2)",3,52,"Absorbance (600nm)",0.103
"2576","Sea_WYM25_03","Chryseobacterium(2)",3,333,"Absorbance (600nm)",0.095
"2577","Sea_WYM25_03","Chryseobacterium(2)",3,622,"Absorbance (600nm)",0.092
"2578","Sea_WYM25_03","Chryseobacterium(2)",3,921,"Absorbance (600nm)",0.097
"2579","Sea_WYM25_03","Chryseobacterium(2)",3,1258,"Absorbance (600nm)",0.117
"2580","Sea_WYM25_03","Chryseobacterium(2)",3,1507,"Absorbance (600nm)",0.151
"2581","Sea_WYM25_03","Chryseobacterium(2)",3,1827,"Absorbance (600nm)",0.205
"2582","Sea_WYM25_03","Chryseobacterium(2)",3,2120,"Absorbance (600nm)",0.238
"2583","Sea_WYM25_03","Chryseobacterium(2)",3,2449,"Absorbance (600nm)",0.249
"2584","Sea_WYM25_03","Chryseobacterium(2)",3,2722,"Absorbance (600nm)",0.272
"2585","Sea_WYM25_03","Chryseobacterium(2)",3,3034,"Absorbance (600nm)",0.283
"2586","Sea_WYM25_03","Chryseobacterium(2)",4,52,"Absorbance (600nm)",0.091
"2587","Sea_WYM25_03","Chryseobacterium(2)",4,333,"Absorbance (600nm)",0.092
"2588","Sea_WYM25_03","Chryseobacterium(2)",4,622,"Absorbance (600nm)",0.091
"2589","Sea_WYM25_03","Chryseobacterium(2)",4,921,"Absorbance (600nm)",0.096
"2590","Sea_WYM25_03","Chryseobacterium(2)",4,1258,"Absorbance (600nm)",0.116
"2591","Sea_WYM25_03","Chryseobacterium(2)",4,1507,"Absorbance (600nm)",0.15
"2592","Sea_WYM25_03","Chryseobacterium(2)",4,1827,"Absorbance (600nm)",0.207
"2593","Sea_WYM25_03","Chryseobacterium(2)",4,2120,"Absorbance (600nm)",0.242
"2594","Sea_WYM25_03","Chryseobacterium(2)",4,2449,"Absorbance (600nm)",0.269
"2595","Sea_WYM25_03","Chryseobacterium(2)",4,2722,"Absorbance (600nm)",0.3
"2596","Sea_WYM25_03","Chryseobacterium(2)",4,3034,"Absorbance (600nm)",0.31
"2597","Sea_WYM25_03","Chryseobacterium(2)",1,22,"ATP (nmol/cell)",2.27426705712679
"2599","Sea_WYM25_03","Chryseobacterium(2)",1,594,"ATP (nmol/cell)",0.28603588007706
"2600","Sea_WYM25_03","Chryseobacterium(2)",1,894,"ATP (nmol/cell)",4.87943885395841
"2601","Sea_WYM25_03","Chryseobacterium(2)",1,1231,"ATP (nmol/cell)",1.09391570277707
"2602","Sea_WYM25_03","Chryseobacterium(2)",1,1479,"ATP (nmol/cell)",1.22308457969356
"2603","Sea_WYM25_03","Chryseobacterium(2)",1,1794,"ATP (nmol/cell)",0.294991792981042
"2604","Sea_WYM25_03","Chryseobacterium(2)",1,2092,"ATP (nmol/cell)",0.287794713328264
"2605","Sea_WYM25_03","Chryseobacterium(2)",1,2421,"ATP (nmol/cell)",0.175821488527533
"2606","Sea_WYM25_03","Chryseobacterium(2)",1,2694,"ATP (nmol/cell)",0.313717411019041
"2607","Sea_WYM25_03","Chryseobacterium(2)",1,3012,"ATP (nmol/cell)",0.258568684253337
"2608","Sea_WYM25_03","Chryseobacterium(2)",2,22,"ATP (nmol/cell)",2.48762508473917
"2610","Sea_WYM25_03","Chryseobacterium(2)",2,594,"ATP (nmol/cell)",1.65565560741295
"2611","Sea_WYM25_03","Chryseobacterium(2)",2,894,"ATP (nmol/cell)",0.309673400431805
"2612","Sea_WYM25_03","Chryseobacterium(2)",2,1231,"ATP (nmol/cell)",0.185972876943186
"2613","Sea_WYM25_03","Chryseobacterium(2)",2,1479,"ATP (nmol/cell)",0.188781645771115
"2614","Sea_WYM25_03","Chryseobacterium(2)",2,1794,"ATP (nmol/cell)",0.526181167273374
"2615","Sea_WYM25_03","Chryseobacterium(2)",2,2092,"ATP (nmol/cell)",0.934859991765689
"2616","Sea_WYM25_03","Chryseobacterium(2)",2,2421,"ATP (nmol/cell)",0.439869410723228
"2617","Sea_WYM25_03","Chryseobacterium(2)",2,2694,"ATP (nmol/cell)",0.315209546613465
"2618","Sea_WYM25_03","Chryseobacterium(2)",2,3012,"ATP (nmol/cell)",0.47266308442853
"2619","Sea_WYM25_03","Chryseobacterium(2)",3,22,"ATP (nmol/cell)",1.68585314262681
"2620","Sea_WYM25_03","Chryseobacterium(2)",3,304,"ATP (nmol/cell)",0.291496561663649
"2621","Sea_WYM25_03","Chryseobacterium(2)",3,594,"ATP (nmol/cell)",1.0753222516462
"2622","Sea_WYM25_03","Chryseobacterium(2)",3,894,"ATP (nmol/cell)",0.20675155064789
"2623","Sea_WYM25_03","Chryseobacterium(2)",3,1231,"ATP (nmol/cell)",0.118562608534486
"2624","Sea_WYM25_03","Chryseobacterium(2)",3,1479,"ATP (nmol/cell)",0.26727924709451
"2625","Sea_WYM25_03","Chryseobacterium(2)",3,1794,"ATP (nmol/cell)",0.59441735782652
"2626","Sea_WYM25_03","Chryseobacterium(2)",3,2092,"ATP (nmol/cell)",0.320537394524918
"2627","Sea_WYM25_03","Chryseobacterium(2)",3,2421,"ATP (nmol/cell)",0.338185526874359
"2628","Sea_WYM25_03","Chryseobacterium(2)",3,2694,"ATP (nmol/cell)",0.360500474641065
"2629","Sea_WYM25_03","Chryseobacterium(2)",3,3012,"ATP (nmol/cell)",0.361236088199243
"2630","Sea_WYM25_03","Chryseobacterium(2)",4,22,"ATP (nmol/cell)",0.901403361025182
"2631","Sea_WYM25_03","Chryseobacterium(2)",4,304,"ATP (nmol/cell)",0.537661125823098
"2632","Sea_WYM25_03","Chryseobacterium(2)",4,594,"ATP (nmol/cell)",1.45748280831824
"2634","Sea_WYM25_03","Chryseobacterium(2)",4,1231,"ATP (nmol/cell)",0.409203070759738
"2635","Sea_WYM25_03","Chryseobacterium(2)",4,1479,"ATP (nmol/cell)",0.325892704658246
"2636","Sea_WYM25_03","Chryseobacterium(2)",4,1794,"ATP (nmol/cell)",0.354551210939996
"2637","Sea_WYM25_03","Chryseobacterium(2)",4,2092,"ATP (nmol/cell)",0.297007597718803
"2638","Sea_WYM25_03","Chryseobacterium(2)",4,2421,"ATP (nmol/cell)",0.258826993432409
"2639","Sea_WYM25_03","Chryseobacterium(2)",4,2694,"ATP (nmol/cell)",0.349440307487241
"2640","Sea_WYM25_03","Chryseobacterium(2)",4,3012,"ATP (nmol/cell)",0.610919548133255
"2641","Sea_WYM27_02","Paenibacillus(1)",1,22,"Log (cells/mL)",5.90308998699194
"2643","Sea_WYM27_02","Paenibacillus(1)",1,594,"Log (cells/mL)",6
"2644","Sea_WYM27_02","Paenibacillus(1)",1,894,"Log (cells/mL)",6.68124123737559
"2645","Sea_WYM27_02","Paenibacillus(1)",1,1231,"Log (cells/mL)",8.02775720469055
"2646","Sea_WYM27_02","Paenibacillus(1)",1,1479,"Log (cells/mL)",8.34202768808747
"2647","Sea_WYM27_02","Paenibacillus(1)",1,1794,"Log (cells/mL)",8.59681693591559
"2648","Sea_WYM27_02","Paenibacillus(1)",1,2092,"Log (cells/mL)",7.9484129657786
"2649","Sea_WYM27_02","Paenibacillus(1)",1,2421,"Log (cells/mL)",8.16076856186113
"2650","Sea_WYM27_02","Paenibacillus(1)",1,2694,"Log (cells/mL)",7.53147891704226
"2651","Sea_WYM27_02","Paenibacillus(1)",1,3012,"Log (cells/mL)",7.75739602879302
"2652","Sea_WYM27_02","Paenibacillus(1)",2,22,"Log (cells/mL)",5.30102999566398
"2653","Sea_WYM27_02","Paenibacillus(1)",2,304,"Log (cells/mL)",5.60205999132796
"2655","Sea_WYM27_02","Paenibacillus(1)",2,894,"Log (cells/mL)",5.90308998699194
"2656","Sea_WYM27_02","Paenibacillus(1)",2,1231,"Log (cells/mL)",7.00860017176192
"2657","Sea_WYM27_02","Paenibacillus(1)",2,1479,"Log (cells/mL)",7.55388302664387
"2658","Sea_WYM27_02","Paenibacillus(1)",2,1794,"Log (cells/mL)",7.29225607135648
"2659","Sea_WYM27_02","Paenibacillus(1)",2,2092,"Log (cells/mL)",7.03342375548695
"2660","Sea_WYM27_02","Paenibacillus(1)",2,2421,"Log (cells/mL)",7.13353890837022
"2661","Sea_WYM27_02","Paenibacillus(1)",2,2694,"Log (cells/mL)",7.36172783601759
"2662","Sea_WYM27_02","Paenibacillus(1)",2,3012,"Log (cells/mL)",7.18752072083646
"2663","Sea_WYM27_02","Paenibacillus(1)",3,22,"Log (cells/mL)",5.60205999132796
"2664","Sea_WYM27_02","Paenibacillus(1)",3,304,"Log (cells/mL)",5.77815125038364
"2665","Sea_WYM27_02","Paenibacillus(1)",3,594,"Log (cells/mL)",7.02530586526477
"2666","Sea_WYM27_02","Paenibacillus(1)",3,894,"Log (cells/mL)",6.47712125471966
"2667","Sea_WYM27_02","Paenibacillus(1)",3,1231,"Log (cells/mL)",7.39445168082622
"2668","Sea_WYM27_02","Paenibacillus(1)",3,1479,"Log (cells/mL)",7.24551266781415
"2669","Sea_WYM27_02","Paenibacillus(1)",3,1794,"Log (cells/mL)",8.1846914308176
"2670","Sea_WYM27_02","Paenibacillus(1)",3,2092,"Log (cells/mL)",8.35449260058944
"2671","Sea_WYM27_02","Paenibacillus(1)",3,2421,"Log (cells/mL)",8.44059426183983
"2672","Sea_WYM27_02","Paenibacillus(1)",3,2694,"Log (cells/mL)",8.45301239112145
"2673","Sea_WYM27_02","Paenibacillus(1)",3,3012,"Log (cells/mL)",8.44963265047008
"2674","Sea_WYM27_02","Paenibacillus(1)",4,22,"Log (cells/mL)",5.30102999566398
"2676","Sea_WYM27_02","Paenibacillus(1)",4,594,"Log (cells/mL)",5.30102999566398
"2677","Sea_WYM27_02","Paenibacillus(1)",4,894,"Log (cells/mL)",5.30102999566398
"2678","Sea_WYM27_02","Paenibacillus(1)",4,1231,"Log (cells/mL)",6.44715803134222
"2679","Sea_WYM27_02","Paenibacillus(1)",4,1479,"Log (cells/mL)",6.91381385238372
"2680","Sea_WYM27_02","Paenibacillus(1)",4,1794,"Log (cells/mL)",7.69897000433602
"2681","Sea_WYM27_02","Paenibacillus(1)",4,2092,"Log (cells/mL)",8.16136800223497
"2682","Sea_WYM27_02","Paenibacillus(1)",4,2421,"Log (cells/mL)",8.04453976039241
"2683","Sea_WYM27_02","Paenibacillus(1)",4,2694,"Log (cells/mL)",7.98944981766669
"2684","Sea_WYM27_02","Paenibacillus(1)",4,3012,"Log (cells/mL)",8.28194193344082
"2685","Sea_WYM27_02","Paenibacillus(1)",1,52,"Absorbance (600nm)",0.102
"2686","Sea_WYM27_02","Paenibacillus(1)",1,333,"Absorbance (600nm)",0.092
"2687","Sea_WYM27_02","Paenibacillus(1)",1,622,"Absorbance (600nm)",0.089
"2688","Sea_WYM27_02","Paenibacillus(1)",1,921,"Absorbance (600nm)",0.131
"2689","Sea_WYM27_02","Paenibacillus(1)",1,1258,"Absorbance (600nm)",0.146
"2690","Sea_WYM27_02","Paenibacillus(1)",1,1507,"Absorbance (600nm)",0.158
"2691","Sea_WYM27_02","Paenibacillus(1)",1,1827,"Absorbance (600nm)",0.193
"2692","Sea_WYM27_02","Paenibacillus(1)",1,2120,"Absorbance (600nm)",0.185
"2693","Sea_WYM27_02","Paenibacillus(1)",1,2449,"Absorbance (600nm)",0.197
"2694","Sea_WYM27_02","Paenibacillus(1)",1,2722,"Absorbance (600nm)",0.227
"2695","Sea_WYM27_02","Paenibacillus(1)",1,3034,"Absorbance (600nm)",0.213
"2696","Sea_WYM27_02","Paenibacillus(1)",2,52,"Absorbance (600nm)",0.103
"2697","Sea_WYM27_02","Paenibacillus(1)",2,333,"Absorbance (600nm)",0.093
